pdb, avg_time, std_time
3PYJ_A, 0.4503, 0.0077
3PYW_A, 0.9399, 0.0056
3Q0I_A, 1.7702, 0.0315
3Q2B_A, 0.4892, 0.0125
3Q31_A, 1.1617, 0.0146
3QD7_X, 0.6376, 0.0058
3QJ4_A, 1.9204, 0.0091
3QJN_A, 0.5131, 0.0090
3QKS_A, 1.5759, 0.0262
3QQZ_A, 1.0945, 0.0309
3QTG_A, 2.3006, 0.0492
3QV0_A, 1.0779, 0.0335
3QWN_J, 1.2224, 0.0092
3R00_A, 1.4160, 0.0114
3R2J_A, 0.8293, 0.0107
3R9K_A, 1.0673, 0.0068
3RAC_A, 1.9782, 0.0434
3RBQ_D, 0.7443, 0.0261
3RBS_A, 1.5722, 0.0282
3RBU_A, 4.2259, 0.0327
3RFA_B, 1.7670, 0.0524
3RJ2_X, 0.6201, 0.0170
3RJ6_A, 0.7705, 0.0079
3RJT_A, 1.0641, 0.0109
3RMR_A, 1.6995, 0.0454
3RNV_A, 0.5982, 0.0070
3RPC_A, 1.1120, 0.0221
3RPF_A, 0.7932, 0.0063
3RQI_A, 0.8840, 0.0032
3RQW_J, 1.9770, 0.0507
3RRU_A, 0.6350, 0.0212
3RRZ_A, 0.6536, 0.0043
3RV0_B, 2.6353, 0.0620
3RZU_F, 0.7980, 0.0243
3S14_E, 1.3333, 0.0116
3S3T_A, 0.7960, 0.0106
3S3W_C, 3.6344, 0.0493
3S6E_A, 0.5491, 0.0155
3SIG_A, 1.4226, 0.0106
3SK2_A, 1.0761, 0.0033
3SQF_A, 0.4526, 0.0047
3SRC_B, 3.3582, 0.1182
3SXO_B, 2.2607, 0.0459
3SYX_A, 0.5583, 0.0247
3SZT_A, 1.3117, 0.0076
3T7V_A, 1.8175, 0.0008
3TCJ_B, 0.4802, 0.0115
3TEB_A, 1.3232, 0.0039
3TEE_A, 1.3955, 0.0029
3TFZ_A, 1.0360, 0.0101
3TG9_A, 1.5714, 0.0084
3TGV_A, 0.8634, 0.0039
3THF_A, 1.5431, 0.0335
3TNY_A, 1.2963, 0.0450
3TUN_A, 3.2900, 0.0531
3TXY_A, 0.9050, 0.0300
3U0C_A, 1.3307, 0.0243
3U34_C, 0.9557, 0.0261
3U3W_A, 1.6209, 0.0069
3U48_A, 4.4379, 0.1142
3U5C_a, 0.7637, 0.0172
3U5E_S, 1.4084, 0.0131
3U5E_U, 0.5233, 0.0037
3U5G_S, 1.0502, 0.0088
3U5G_U, 1.0590, 0.0068
3U5I_W, 2.3702, 0.0357
3U8V_A, 0.2766, 0.0103
3UB1_A, 1.4940, 0.0040
3UBT_A, 1.7198, 0.0091
3UDW_B, 0.5216, 0.0077
3UFB_A, 3.0197, 0.0460
3UFI_A, 1.5298, 0.0483
3UJK_A, 1.4893, 0.0272
3UJZ_A, 4.2780, 0.0992
3USE_L, 3.4734, 0.0196
3UWU_B, 1.2672, 0.0347
3UXL_B, 1.5307, 0.0067
3V21_C, 1.7375, 0.0193
3V32_A, 0.8879, 0.0132
3V39_A, 2.5135, 0.0411
3V5N_D, 2.0983, 0.0682
3V69_A, 0.6974, 0.0091
3V7P_A, 2.0910, 0.0570
3VCD_H, 0.8168, 0.0255
3VOL_A, 0.8635, 0.0081
3VTX_A, 1.0670, 0.0191
3VW4_A, 0.9035, 0.0086
3VWA_A, 3.7086, 0.0610
3W0F_A, 1.2580, 0.0405
3W4S_A, 1.2261, 0.0071
3WAS_A, 2.1345, 0.0457
3WCO_A, 2.2991, 0.0142
3WFN_E, 1.0390, 0.0338
3WFZ_A, 5.4050, 0.0762
3ZCI_A, 0.9298, 0.0319
3ZD7_A, 4.9503, 0.0774
3ZFZ_A, 4.4826, 0.0308
3ZH5_A, 0.7893, 0.0234
3ZJM_C, 0.9565, 0.0030
3ZM6_A, 2.3002, 0.0547
3ZMK_D, 1.0399, 0.0336
3ZPN_A, 0.6553, 0.0081
3ZRP_A, 1.8905, 0.0205
3ZS6_A, 2.8433, 0.0850
3ZVH_B, 1.9008, 0.0656
4ABL_A, 0.7744, 0.0061
4ABM_A, 0.6826, 0.0159
4AEC_A, 1.9129, 0.0451
4AGH_A, 0.5193, 0.0167
4AIW_A, 0.8595, 0.0116
4AJW_B, 5.8111, 0.0949
4AK1_A, 4.5919, 0.0186
4AKM_A, 0.7774, 0.0056
4AN8_A, 2.9203, 0.0398
4AP8_D, 0.7750, 0.0307
4AQP_C, 0.5292, 0.0078
4AVR_A, 0.4873, 0.0069
4AXG_C, 0.3419, 0.0055
4AY7_A, 1.5500, 0.0126
4B62_A, 0.6024, 0.0052
4B87_A, 1.6954, 0.0146
4B93_A, 0.7867, 0.0094
4BG7_A, 0.5721, 0.0082
4BJH_B, 1.4727, 0.0152
4BJT_A, 0.9419, 0.0052
4BKS_I, 0.8024, 0.0080
4BKT_B, 0.4968, 0.0061
4BOL_B, 1.8529, 0.0415
4BQ5_A, 5.3303, 0.0270
4BT2_A, 1.0813, 0.0283
4BTD_Y, 0.8308, 0.0174
4BTF_A, 2.9874, 0.0367
4BVS_B, 1.7206, 0.0766
4BWD_A, 0.6052, 0.0120
4BXO_A, 1.1631, 0.0024
4C8V_H, 0.7745, 0.0128
4CB8_A, 3.3255, 0.0495
4CC9_B, 0.7449, 0.0232
4D94_A, 13.7790, 0.1668
4DDP_A, 1.2281, 0.0062
4DEX_B, 0.3568, 0.0048
4DNJ_A, 2.0927, 0.0048
4DNM_A, 1.3471, 0.0099
4DVG_B, 2.0142, 0.0523
4DZZ_A, 1.0562, 0.0447
4E12_A, 1.4440, 0.0072
4E6T_A, 1.5285, 0.0028
4E9O_X, 1.1212, 0.0135
4EBY_A, 1.0174, 0.0065
4EDI_A, 1.1150, 0.0058
4EHC_A, 1.1099, 0.0090
4EJ0_J, 1.6405, 0.0053
4EQ9_A, 1.0962, 0.0055
4ER8_A, 0.9314, 0.0036
4ESH_A, 1.0244, 0.0060
4EVX_A, 0.6511, 0.0072
4F0I_B, 1.5763, 0.0197
4F42_A, 0.4176, 0.0045
4F7F_B, 0.5175, 0.0083
4F7O_A, 1.4029, 0.0085
4F9D_A, 3.7451, 0.0945
4F9F_A, 3.1012, 0.0671
4FAY_A, 0.9614, 0.0213
4FBB_B, 1.3221, 0.0090
4FCA_A, 2.8695, 0.0403
4FEI_A, 0.5534, 0.0096
4FG4_B, 1.0063, 0.0061
4FGQ_A, 0.8105, 0.0121
4FHR_A, 0.8677, 0.0054
4FLF_A, 1.1944, 0.0031
4FWG_A, 4.4454, 0.0870
4FXE_E, 0.4404, 0.0189
4FYM_A, 1.2937, 0.0111
4G1K_C, 1.1929, 0.0063
4G6Q_A, 0.9016, 0.0188
4G7N_A, 1.4495, 0.0065
4G94_B, 1.2585, 0.0178
4G9S_B, 0.6897, 0.0041
4GA2_A, 1.0973, 0.0158
4GDX_A, 2.2881, 0.0569
4GEK_A, 1.0845, 0.0451
4GGT_A, 0.4848, 0.0043
4GIW_A, 0.8605, 0.0093
4GKI_C, 1.6223, 0.0371
4GNR_A, 1.5917, 0.0566
4GOU_A, 3.5629, 0.0563
4GPV_A, 1.6867, 0.0426
4GRH_A, 2.8546, 0.1028
4GTD_C, 1.1245, 0.0274
4H73_E, 2.9739, 0.0506
4HBQ_A, 1.5424, 0.0319
4HFR_A, 1.1904, 0.0335
4HJL_B, 1.1970, 0.0079
4HQB_D, 0.5549, 0.0098
4HSP_A, 0.8846, 0.0125
4HUB_D, 1.0268, 0.0097
4HUQ_S, 0.8860, 0.0057
4HV0_A, 0.5187, 0.0104
4HVY_A, 0.7486, 0.0058
4HX3_B, 0.5641, 0.0106
4I16_A, 0.4291, 0.0046
4I1L_A, 0.5296, 0.0119
4I3M_A, 0.9462, 0.0083
4I40_B, 1.2642, 0.0084
4I5U_A, 1.5902, 0.0085
4I9X_D, 0.8363, 0.0165
4ICI_A, 0.7481, 0.0107
4IDP_B, 2.9399, 0.0474
4IFA_A, 1.7938, 0.0649
4IGL_B, 3.9717, 0.0593
4IHK_A, 0.8639, 0.0087
4IHY_B, 0.7822, 0.0216
4ILJ_B, 1.5018, 0.0044
4ILO_A, 1.9937, 0.0361
4IMH_A, 2.1271, 0.0819
4IR4_A, 0.7938, 0.0124
4IVN_A, 1.5419, 0.0159
4IZC_B, 1.4196, 0.0086
4J3C_A, 1.2920, 0.0047
4J6M_C, 0.8040, 0.0064
4J7J_A, 0.5276, 0.0070
4J7N_A, 2.2184, 0.0848
4J8S_A, 1.1467, 0.0325
4J94_A, 2.0771, 0.0155
4JBM_A, 1.1228, 0.0065
4JD9_A, 0.6177, 0.0099
4JG5_A, 1.7580, 0.0118
4JHD_C, 0.8714, 0.0094
4JHM_A, 1.9570, 0.0053
4JPH_A, 0.6960, 0.0139
4JQP_A, 1.5729, 0.0122
4JY8_A, 1.5377, 0.0018
4K2U_A, 1.8465, 0.0060
4K6N_A, 2.0423, 0.0119
4K92_A, 1.3213, 0.0089
4KG4_A, 0.6722, 0.0105
4KH3_A, 2.6228, 0.0382
4KH8_A, 1.8372, 0.0517
4KIY_K, 0.8021, 0.0272
4KT3_B, 0.6978, 0.0037
4L0J_A, 1.1822, 0.0144
4L0L_A, 3.1475, 0.0552
4LBH_A, 0.4857, 0.0131
4LEU_A, 1.1163, 0.0082
4LIM_A, 2.2912, 0.0569
4LK9_A, 0.6909, 0.0167
4LPQ_A, 1.0495, 0.0070
4LQ6_A, 0.8683, 0.0248
4LVP_A, 0.7019, 0.0065
4M1U_A, 1.5663, 0.0023
4M6T_A, 1.0805, 0.0089
4M8O_A, 11.6661, 0.0442
4MAA_A, 1.8991, 0.0219
4MJ8_A, 0.9010, 0.0094
4MJD_A, 0.5674, 0.0067
4ML9_A, 1.5379, 0.0145
4MPO_A, 0.6982, 0.0038
4MPT_A, 1.7819, 0.0064
4MTN_A, 3.4686, 0.0700
4MU6_A, 3.3456, 0.0303
4NM6_A, 2.2837, 0.0363
4NOC_A, 0.7710, 0.0098
4NVS_A, 0.9747, 0.0087
4NX1_A, 1.7361, 0.0046
4NZK_A, 1.4351, 0.0096
4O92_A, 0.9402, 0.0070
