pdb, avg_time, std_time
3PYJ_A, 0.3990, 0.0071
3PYW_A, 0.8492, 0.0116
3Q0I_A, 1.6460, 0.0023
3Q2B_A, 0.4415, 0.0052
3Q31_A, 1.0574, 0.0098
3QD7_X, 0.5614, 0.0045
3QJ4_A, 1.7679, 0.0164
3QJN_A, 0.4461, 0.0085
3QKS_A, 1.4079, 0.0207
3QQZ_A, 1.0303, 0.0079
3QTG_A, 2.1998, 0.0167
3QV0_A, 0.9911, 0.0088
3QWN_J, 1.0906, 0.0104
3R00_A, 1.2924, 0.0106
3R2J_A, 0.7391, 0.0103
3R9K_A, 0.9827, 0.0083
3RAC_A, 1.8551, 0.0214
3RBQ_D, 0.7018, 0.0092
3RBS_A, 1.3711, 0.0032
3RBU_A, 4.0417, 0.0422
3RFA_B, 1.6191, 0.0457
3RJ2_X, 0.5588, 0.0048
3RJ6_A, 0.6993, 0.0018
3RJT_A, 0.9651, 0.0023
3RMR_A, 1.5913, 0.0019
3RNV_A, 0.5509, 0.0070
3RPC_A, 1.0214, 0.0126
3RPF_A, 0.7037, 0.0121
3RQI_A, 0.7922, 0.0057
3RQW_J, 1.8753, 0.0135
3RRU_A, 0.5798, 0.0081
3RRZ_A, 0.5946, 0.0057
3RV0_B, 2.2964, 0.0324
3RZU_F, 0.7415, 0.0114
3S14_E, 1.1858, 0.0020
3S3T_A, 0.6829, 0.0086
3S3W_C, 3.1337, 0.0347
3S6E_A, 0.4852, 0.0114
3SIG_A, 1.2993, 0.0134
3SK2_A, 0.9320, 0.0134
3SQF_A, 0.4031, 0.0041
3SRC_B, 3.1457, 0.0663
3SXO_B, 2.1755, 0.0636
3SYX_A, 0.5110, 0.0061
3SZT_A, 1.1643, 0.0105
3T7V_A, 1.7013, 0.0026
3TCJ_B, 0.4092, 0.0047
3TEB_A, 1.2042, 0.0088
3TEE_A, 1.2058, 0.0033
3TFZ_A, 0.8994, 0.0153
3TG9_A, 1.4250, 0.0100
3TGV_A, 0.7678, 0.0016
3THF_A, 1.3552, 0.0142
3TNY_A, 1.2041, 0.0319
3TUN_A, 3.0871, 0.0683
3TXY_A, 0.8342, 0.0059
3U0C_A, 1.1227, 0.0217
3U34_C, 0.8515, 0.0110
3U3W_A, 1.4505, 0.0092
3U48_A, 4.0904, 0.0196
3U5C_a, 0.6856, 0.0063
3U5E_S, 1.2230, 0.0149
3U5E_U, 0.4686, 0.0048
3U5G_S, 0.9085, 0.0127
3U5G_U, 0.8999, 0.0157
3U5I_W, 2.0029, 0.0305
3U8V_A, 0.2607, 0.0021
3UB1_A, 1.3236, 0.0115
3UBT_A, 1.5801, 0.0057
3UDW_B, 0.4534, 0.0065
3UFB_A, 2.8369, 0.0804
3UFI_A, 1.3962, 0.0116
3UJK_A, 1.3569, 0.0110
3UJZ_A, 3.9516, 0.0671
3USE_L, 3.3614, 0.0639
3UWU_B, 1.1798, 0.0039
3UXL_B, 1.3827, 0.0145
3V21_C, 1.5821, 0.0034
3V32_A, 0.7936, 0.0092
3V39_A, 2.3586, 0.0168
3V5N_D, 1.9547, 0.0159
3V69_A, 0.6112, 0.0070
3V7P_A, 1.9990, 0.0220
3VCD_H, 0.7189, 0.0087
3VOL_A, 0.7660, 0.0017
3VTX_A, 0.9368, 0.0144
3VW4_A, 0.7721, 0.0088
3VWA_A, 3.3185, 0.0384
3W0F_A, 1.1906, 0.0052
3W4S_A, 1.0958, 0.0123
3WAS_A, 2.0603, 0.0059
3WCO_A, 2.2435, 0.0033
3WFN_E, 0.9378, 0.0027
3WFZ_A, 5.0928, 0.0974
3ZCI_A, 0.8763, 0.0012
3ZD7_A, 4.6928, 0.1364
3ZFZ_A, 4.1388, 0.0464
3ZH5_A, 0.7300, 0.0087
3ZJM_C, 0.8659, 0.0080
3ZM6_A, 2.2161, 0.0196
3ZMK_D, 0.9846, 0.0069
3ZPN_A, 0.5664, 0.0080
3ZRP_A, 1.7322, 0.0080
3ZS6_A, 2.7452, 0.0468
3ZVH_B, 1.8067, 0.0146
4ABL_A, 0.6975, 0.0082
4ABM_A, 0.5916, 0.0118
4AEC_A, 1.7963, 0.0045
4AGH_A, 0.4751, 0.0049
4AIW_A, 0.7501, 0.0076
4AJW_B, 5.5321, 0.1070
4AK1_A, 4.0324, 0.0599
4AKM_A, 0.6780, 0.0189
4AN8_A, 2.7463, 0.0813
4AP8_D, 0.7018, 0.0087
4AQP_C, 0.4735, 0.0055
4AVR_A, 0.4250, 0.0058
4AXG_C, 0.2861, 0.0041
4AY7_A, 1.4357, 0.0046
4B62_A, 0.5374, 0.0061
4B87_A, 1.5220, 0.0114
4B93_A, 0.7103, 0.0036
4BG7_A, 0.5007, 0.0087
4BJH_B, 1.3529, 0.0107
4BJT_A, 0.8409, 0.0102
4BKS_I, 0.7011, 0.0108
4BKT_B, 0.4236, 0.0087
4BOL_B, 1.7104, 0.0181
4BQ5_A, 5.0785, 0.0342
4BT2_A, 0.9976, 0.0068
4BTD_Y, 0.7027, 0.0139
4BTF_A, 2.7112, 0.0437
4BVS_B, 1.6281, 0.0101
4BWD_A, 0.5119, 0.0080
4BXO_A, 1.0604, 0.0006
4C8V_H, 0.6743, 0.0096
4CB8_A, 3.1038, 0.0771
4CC9_B, 0.6408, 0.0069
4D94_A, 12.8257, 0.1258
4DDP_A, 1.1445, 0.0079
4DEX_B, 0.3042, 0.0064
4DNJ_A, 1.9373, 0.0170
4DNM_A, 1.2356, 0.0071
4DVG_B, 1.8732, 0.0199
4DZZ_A, 0.9823, 0.0231
4E12_A, 1.2968, 0.0019
4E6T_A, 1.3578, 0.0031
4E9O_X, 1.0029, 0.0088
4EBY_A, 0.9143, 0.0093
4EDI_A, 1.0268, 0.0087
4EHC_A, 1.0340, 0.0059
4EJ0_J, 1.4794, 0.0138
4EQ9_A, 0.9872, 0.0074
4ER8_A, 0.8409, 0.0033
4ESH_A, 0.9276, 0.0075
4EVX_A, 0.5652, 0.0076
4F0I_B, 1.4425, 0.0123
4F42_A, 0.3710, 0.0022
4F7F_B, 0.4559, 0.0049
4F7O_A, 1.2653, 0.0134
4F9D_A, 3.5210, 0.0355
4F9F_A, 2.9791, 0.0679
4FAY_A, 0.8673, 0.0065
4FBB_B, 1.2045, 0.0066
4FCA_A, 2.7051, 0.1117
4FEI_A, 0.4811, 0.0066
4FG4_B, 0.9156, 0.0093
4FGQ_A, 0.7391, 0.0081
4FHR_A, 0.7808, 0.0099
4FLF_A, 1.1035, 0.0050
4FWG_A, 4.0330, 0.0244
4FXE_E, 0.3947, 0.0068
4FYM_A, 1.1718, 0.0122
4G1K_C, 1.0795, 0.0077
4G6Q_A, 0.8034, 0.0119
4G7N_A, 1.2813, 0.0142
4G94_B, 1.1325, 0.0010
4G9S_B, 0.6147, 0.0083
4GA2_A, 0.9493, 0.0146
4GDX_A, 2.1998, 0.0546
4GEK_A, 1.0142, 0.0314
4GGT_A, 0.4264, 0.0054
4GIW_A, 0.7795, 0.0037
4GKI_C, 1.4685, 0.0191
4GNR_A, 1.5919, 0.0028
4GOU_A, 3.3110, 0.0523
4GPV_A, 1.5303, 0.0014
4GRH_A, 2.7407, 0.0165
4GTD_C, 1.0302, 0.0070
4H73_E, 2.7913, 0.0253
4HBQ_A, 1.4171, 0.0184
4HFR_A, 1.1010, 0.0115
4HJL_B, 1.0702, 0.0038
4HQB_D, 0.4862, 0.0056
4HSP_A, 0.7883, 0.0075
4HUB_D, 0.9161, 0.0092
4HUQ_S, 0.7987, 0.0034
4HV0_A, 0.4615, 0.0053
4HVY_A, 0.6478, 0.0066
4HX3_B, 0.4902, 0.0075
4I16_A, 0.3799, 0.0058
4I1L_A, 0.4397, 0.0060
4I3M_A, 0.8107, 0.0070
4I40_B, 1.1617, 0.0051
4I5U_A, 1.4844, 0.0078
4I9X_D, 0.7013, 0.0120
4ICI_A, 0.6672, 0.0086
4IDP_B, 2.6982, 0.0385
4IFA_A, 1.6615, 0.0206
4IGL_B, 3.7153, 0.0702
4IHK_A, 0.8014, 0.0091
4IHY_B, 0.6671, 0.0081
4ILJ_B, 1.3386, 0.0157
4ILO_A, 1.7169, 0.0426
4IMH_A, 2.0186, 0.0692
4IR4_A, 0.6955, 0.0096
4IVN_A, 1.3835, 0.0011
4IZC_B, 1.2948, 0.0139
4J3C_A, 1.1719, 0.0094
4J6M_C, 0.7097, 0.0070
4J7J_A, 0.4538, 0.0059
4J7N_A, 2.1328, 0.0168
4J8S_A, 1.0574, 0.0119
4J94_A, 1.9283, 0.0119
4JBM_A, 1.0113, 0.0032
4JD9_A, 0.5359, 0.0061
4JG5_A, 1.6011, 0.0169
4JHD_C, 0.7599, 0.0807
4JHM_A, 1.8121, 0.0136
4JPH_A, 0.5865, 0.0045
4JQP_A, 1.4444, 0.0086
4JY8_A, 1.4134, 0.0123
4K2U_A, 1.6881, 0.0162
4K6N_A, 1.8680, 0.0177
4K92_A, 1.2135, 0.0090
4KG4_A, 0.5892, 0.0067
4KH3_A, 2.2528, 0.0628
4KH8_A, 1.6986, 0.0443
4KIY_K, 0.7002, 0.0028
4KT3_B, 0.6251, 0.0083
4L0J_A, 1.0691, 0.0130
4L0L_A, 2.9791, 0.0472
4LBH_A, 0.4418, 0.0073
4LEU_A, 1.0055, 0.0068
4LIM_A, 2.0953, 0.0512
4LK9_A, 0.6242, 0.0101
4LPQ_A, 0.9356, 0.0061
4LQ6_A, 0.7721, 0.0016
4LVP_A, 0.6036, 0.0057
4M1U_A, 1.3877, 0.0117
4M6T_A, 0.9710, 0.0098
4M8O_A, 10.8012, 0.0991
4MAA_A, 1.7701, 0.0130
4MJ8_A, 0.8163, 0.0090
4MJD_A, 0.4942, 0.0082
4ML9_A, 1.3730, 0.0194
4MPO_A, 0.6044, 0.0105
4MPT_A, 1.6361, 0.0089
4MTN_A, 3.1042, 0.0423
4MU6_A, 2.7122, 0.0443
4NM6_A, 2.2521, 0.0214
4NOC_A, 0.6765, 0.0082
4NVS_A, 0.8551, 0.0104
4NX1_A, 1.6084, 0.0122
4NZK_A, 1.3082, 0.0035
4O92_A, 0.8384, 0.0092
